序号,大包号,客户来源,创建时间(UTC+08:00),来源仓,计费重,预计件数,实际件数,渠道,状态,目的国,起运港,目的港,MBL提单号,分单号,业务编号,箱号,封号,装箱时间(UTC+08:00),装箱人,仓干交接时间(UTC+08:00),仓干交接人,清关口岸,提单收件人,批次号,车牌号
647,KRRM04319671,AE海运,2026-05-14 09:25:58,威海心怡优选分拨仓,4800.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:52:35,韩龙盼,2026-05-14 09:35:13,崔言芹,,,D001563-W260514-0005,LFEN119
648,KRRM04319644,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,7240.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:53:48,韩龙盼,2026-05-14 09:35:02,崔言芹,,,D001563-W260514-0005,LFEN119
649,KRRM04319753,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,3180.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:36:37,韩龙盼,2026-05-14 09:52:30,崔言芹,,,D001563-W260514-0005,LFEN119
650,KRRM04319744,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,9290.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:39:54,韩龙盼,2026-05-14 09:49:25,崔言芹,,,D001563-W260514-0005,LFEN119
651,KRRM04319650,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,2950.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:36:12,韩龙盼,2026-05-14 09:51:52,崔言芹,,,D001563-W260514-0005,LFEN119
652,KRRM04319648,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,2800.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:55:27,韩龙盼,2026-05-14 09:34:43,崔言芹,,,D001563-W260514-0005,LFEN119
653,KRRM04319868,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,3340.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:44:14,韩龙盼,2026-05-14 09:37:29,崔言芹,,,D001563-W260514-0005,LFEN119
654,KRRM04319690,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,3920.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:50:24,韩龙盼,2026-05-14 09:36:16,崔言芹,,,D001563-W260514-0005,LFEN119
655,KRRM04319676,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,6860.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:50:08,韩龙盼,2026-05-14 09:34:28,崔言芹,,,D001563-W260514-0005,LFEN119
656,KRRM04319680,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,9140.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:38:04,韩龙盼,2026-05-14 09:52:04,崔言芹,,,D001563-W260514-0005,LFEN119
657,KRRM04319826,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,2940.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:40:09,韩龙盼,2026-05-14 09:49:11,崔言芹,,,D001563-W260514-0005,LFEN119
658,KRRM04319823,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,6300.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:50:17,韩龙盼,2026-05-14 09:36:10,崔言芹,,,D001563-W260514-0005,LFEN119
659,KRRM04319901,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,6620.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:44:32,韩龙盼,2026-05-14 09:36:41,崔言芹,,,D001563-W260514-0005,LFEN119
660,KRRM04319741,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,4720.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:49:10,韩龙盼,2026-05-14 09:35:20,崔言芹,,,D001563-W260514-0005,LFEN119
661,KRRM04319887,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,2990.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:57:23,韩龙盼,2026-05-14 09:31:16,崔言芹,,,D001563-W260514-0005,LFEN119
662,KRRM04319825,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,2480.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:39:42,韩龙盼,2026-05-14 09:49:03,崔言芹,,,D001563-W260514-0005,LFEN119
663,KRRM04318807,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,7660.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:01:06,韩龙盼,2026-05-14 09:27:37,崔言芹,,,D001563-W260514-0005,LFEN119
664,KRRM04319802,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,9730.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:45:57,韩龙盼,2026-05-14 09:36:11,崔言芹,,,D001563-W260514-0005,LFEN119
665,KRRM04319918,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,2060.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:02:53,韩龙盼,2026-05-14 09:31:53,崔言芹,,,D001563-W260514-0005,LFEN119
666,KRRM04319920,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,6310.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:54:55,韩龙盼,2026-05-14 09:31:45,崔言芹,,,D001563-W260514-0005,LFEN119
667,KRRM04319634,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,2920.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:36:36,韩龙盼,2026-05-14 09:52:26,崔言芹,,,D001563-W260514-0005,LFEN119
668,KRRM04318494,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,3610.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:51:47,韩龙盼,2026-05-14 09:28:14,崔言芹,,,D001563-W260514-0005,LFEN119
669,KRRM04319805,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,6170.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:49:14,韩龙盼,2026-05-14 09:36:14,崔言芹,,,D001563-W260514-0005,LFEN119
670,KRRM04319902,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,6730.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:57:31,韩龙盼,2026-05-14 09:33:54,崔言芹,,,D001563-W260514-0005,LFEN119
671,KRRM04320248,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,8670.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:01:21,韩龙盼,2026-05-14 09:29:58,崔言芹,,,D001563-W260514-0005,LFEN119
672,KRRM04318731,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,3190.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:59:30,韩龙盼,2026-05-14 09:28:33,崔言芹,,,D001563-W260514-0005,LFEN119
673,KRRM04319797,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,8140.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:55:34,韩龙盼,2026-05-14 09:32:07,崔言芹,,,D001563-W260514-0005,LFEN119
674,KRRM04319957,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,4820.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:40:03,韩龙盼,2026-05-14 09:49:18,崔言芹,,,D001563-W260514-0005,LFEN119
675,KRRM04320236,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,4430.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:59:25,韩龙盼,2026-05-14 09:29:23,崔言芹,,,D001563-W260514-0005,LFEN119
676,KRRM04318600,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,3720.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:02:30,韩龙盼,2026-05-14 09:27:17,崔言芹,,,D001563-W260514-0005,LFEN119
677,KRRM04319857,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,9200.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:35:54,韩龙盼,2026-05-14 09:49:41,崔言芹,,,D001563-W260514-0005,LFEN119
678,KRRM04319757,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,6470.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:51:39,韩龙盼,2026-05-14 09:34:24,崔言芹,,,D001563-W260514-0005,LFEN119
679,KRRM04319861,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,8800.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:37:27,韩龙盼,2026-05-14 09:49:23,崔言芹,,,D001563-W260514-0005,LFEN119
680,KRRM04319723,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,7090.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:55:23,韩龙盼,2026-05-14 09:33:40,崔言芹,,,D001563-W260514-0005,LFEN119
681,KRRM04319699,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,5050.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:40:19,韩龙盼,2026-05-14 09:49:38,崔言芹,,,D001563-W260514-0005,LFEN119
682,KRRM04319831,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,4560.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:55:09,韩龙盼,2026-05-14 09:33:13,崔言芹,,,D001563-W260514-0005,LFEN119
683,KRRM04319872,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,11000.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:37:49,韩龙盼,2026-05-14 09:49:14,崔言芹,,,D001563-W260514-0005,LFEN119
684,KRRM04319695,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,5660.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:44:20,韩龙盼,2026-05-14 09:37:59,崔言芹,,,D001563-W260514-0005,LFEN119
685,KRRM04319910,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,4540.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:39:59,韩龙盼,2026-05-14 09:49:30,崔言芹,,,D001563-W260514-0005,LFEN119
686,KRRM04319913,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,6300.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:40:07,韩龙盼,2026-05-14 09:48:32,谭业臣,,,D001563-W260514-0005,LFEN119
687,KRRM04319878,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,6320.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:44:43,韩龙盼,2026-05-14 09:48:58,崔言芹,,,D001563-W260514-0005,LFEN119
688,KRRM04319801,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,4560.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:50:11,韩龙盼,2026-05-14 09:36:23,崔言芹,,,D001563-W260514-0005,LFEN119
689,KRRM04319815,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,9200.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:37:19,韩龙盼,2026-05-14 09:49:35,崔言芹,,,D001563-W260514-0005,LFEN119
690,KRRM04319812,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,6900.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:44:28,韩龙盼,2026-05-14 09:37:02,崔言芹,,,D001563-W260514-0005,LFEN119
691,KRRM04319855,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,3470.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:45:41,韩龙盼,2026-05-14 09:36:18,崔言芹,,,D001563-W260514-0005,LFEN119
692,KRRM04319853,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,2850.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:50:48,韩龙盼,2026-05-14 09:36:26,崔言芹,,,D001563-W260514-0005,LFEN119
693,KRRM04319869,AE海运,2026-05-14 09:25:57,威海心怡优选分拨仓,8680.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:39:48,韩龙盼,2026-05-14 09:49:16,崔言芹,,,D001563-W260514-0005,LFEN119
694,KRRM04320402,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,25200.000,22,22,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:50:30,韩龙盼,2026-05-14 09:22:15,崔言芹,,,D001563-W260514-0011,LFEN119
695,KRRM04320135,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,19690.000,21,21,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:39:01,韩龙盼,2026-05-14 09:21:50,崔言芹,,,D001563-W260514-0011,LFEN119
696,KRRM04320009,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,20950.000,20,20,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:49:27,韩龙盼,2026-05-14 09:20:57,崔言芹,,,D001563-W260514-0011,LFEN119
697,KRRM04320313,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,22950.000,22,22,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:45:09,韩龙盼,2026-05-14 09:22:09,崔言芹,,,D001563-W260514-0011,LFEN119
698,KRRM04320222,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,19350.000,19,19,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:42:21,韩龙盼,2026-05-14 09:21:55,崔言芹,,,D001563-W260514-0011,LFEN119
699,KRRM04320260,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,18160.000,12,12,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:35:11,韩龙盼,2026-05-14 09:21:46,崔言芹,,,D001563-W260514-0011,LFEN119
700,KRRM04320254,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,18640.000,14,14,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:39:06,韩龙盼,2026-05-14 09:21:43,崔言芹,,,D001563-W260514-0011,LFEN119
701,KRRM04320160,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,24530.000,21,21,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:04:51,韩龙盼,2026-05-14 09:20:44,崔言芹,,,D001563-W260514-0011,LFEN119
702,KRRM04320071,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,19950.000,14,14,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:52:47,韩龙盼,2026-05-14 09:20:47,崔言芹,,,D001563-W260514-0011,LFEN119
703,KRRM04320308,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,18000.000,10,10,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:46:26,韩龙盼,2026-05-14 09:21:40,崔言芹,,,D001563-W260514-0011,LFEN119
704,KRRM04320304,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,19400.000,22,22,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:47:07,韩龙盼,2026-05-14 09:21:37,崔言芹,,,D001563-W260514-0011,LFEN119
705,KRRM04320262,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,22900.000,15,15,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:38:13,韩龙盼,2026-05-14 09:22:03,崔言芹,,,D001563-W260514-0011,LFEN119
706,KRRM04320311,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,21780.000,26,26,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:46:56,韩龙盼,2026-05-14 09:22:05,崔言芹,,,D001563-W260514-0011,LFEN119
707,KRRM04320265,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,24180.000,13,13,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:40:23,韩龙盼,2026-05-14 09:21:42,崔言芹,,,D001563-W260514-0011,LFEN119
708,KRRM04320005,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,21210.000,18,18,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:48:07,韩龙盼,2026-05-14 09:20:55,崔言芹,,,D001563-W260514-0011,LFEN119
709,KRRM04320133,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,21540.000,40,40,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:58:30,韩龙盼,2026-05-14 09:20:10,崔言芹,,,D001563-W260514-0011,LFEN119
710,KRRM04320404,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,24110.000,25,25,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:53:57,韩龙盼,2026-05-14 09:21:29,崔言芹,,,D001563-W260514-0011,LFEN119
711,KRRM04320109,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,20300.000,20,20,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:52:41,韩龙盼,2026-05-14 09:20:49,崔言芹,,,D001563-W260514-0011,LFEN119
712,KRRM04320383,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,21440.000,26,26,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:05:18,韩龙盼,2026-05-14 09:19:10,崔言芹,,,D001563-W260514-0011,LFEN119
713,KRRM04320264,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,19840.000,18,18,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:35:04,韩龙盼,2026-05-14 09:21:57,崔言芹,,,D001563-W260514-0011,LFEN119
714,KRRM04320301,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,21920.000,12,12,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:34:56,韩龙盼,2026-05-14 09:21:47,崔言芹,,,D001563-W260514-0011,LFEN119
715,KRRM04320274,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,34670.000,30,30,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:03:45,韩龙盼,2026-05-14 09:19:11,崔言芹,,,D001563-W260514-0011,LFEN119
716,KRRM04320239,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,21430.000,17,17,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:46:52,韩龙盼,2026-05-14 09:22:07,崔言芹,,,D001563-W260514-0011,LFEN119
717,KRRM04320281,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,22300.000,22,22,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:06:29,韩龙盼,2026-05-14 09:19:19,崔言芹,,,D001563-W260514-0011,LFEN119
718,KRRM04320139,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,22330.000,22,22,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:38:57,韩龙盼,2026-05-14 09:21:48,崔言芹,,,D001563-W260514-0011,LFEN119
719,KRRM04320162,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,25050.000,29,29,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:08:13,韩龙盼,2026-05-14 09:20:34,崔言芹,,,D001563-W260514-0011,LFEN119
720,KRRM04320405,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,17800.000,13,13,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:53:53,韩龙盼,2026-05-14 09:21:28,崔言芹,,,D001563-W260514-0011,LFEN119
721,KRRM04320063,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,26230.000,48,48,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:52:56,韩龙盼,2026-05-14 09:20:46,崔言芹,,,D001563-W260514-0011,LFEN119
722,KRRM04320381,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,19520.000,13,13,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:05:08,韩龙盼,2026-05-14 09:19:09,崔言芹,,,D001563-W260514-0011,LFEN119
723,KRRM04319750,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,20750.000,18,18,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:41:19,韩龙盼,2026-05-14 09:44:37,崔言芹,,,D001563-W260514-0011,LFEN119
724,KRRM04319928,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,25460.000,24,24,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:45:28,韩龙盼,2026-05-14 09:19:49,崔言芹,,,D001563-W260514-0011,LFEN119
725,KRRM04320247,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,22360.000,39,39,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:47:19,韩龙盼,2026-05-14 09:21:35,崔言芹,,,D001563-W260514-0011,LFEN119
726,KRRM04320183,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,22470.000,22,22,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:36:02,韩龙盼,2026-05-14 09:22:04,崔言芹,,,D001563-W260514-0011,LFEN119
727,KRRM04320411,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,23050.000,19,19,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:05:22,韩龙盼,2026-05-14 09:19:08,崔言芹,,,D001563-W260514-0011,LFEN119
728,KRRM04320200,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,22300.000,11,11,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:54:11,韩龙盼,2026-05-14 09:21:31,崔言芹,,,D001563-W260514-0011,LFEN119
729,KRRM04320198,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,20900.000,17,17,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:48:12,韩龙盼,2026-05-14 09:22:11,崔言芹,,,D001563-W260514-0011,LFEN119
730,KRRM04320044,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,27080.000,69,69,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:58:10,韩龙盼,2026-05-14 09:20:14,崔言芹,,,D001563-W260514-0011,LFEN119
731,KRRM04320121,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,26070.000,52,52,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:02:09,韩龙盼,2026-05-14 09:20:06,崔言芹,,,D001563-W260514-0011,LFEN119
732,KRRM04320196,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,17400.000,11,11,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:51:10,韩龙盼,2026-05-14 09:21:33,崔言芹,,,D001563-W260514-0011,LFEN119
733,KRRM04320213,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,21220.000,26,26,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:09:26,韩龙盼,2026-05-14 09:20:40,崔言芹,,,D001563-W260514-0011,LFEN119
734,KRRM04320193,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,19800.000,17,17,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:48:29,韩龙盼,2026-05-14 09:21:36,崔言芹,,,D001563-W260514-0011,LFEN119
735,KRRM04320184,AE海运,2026-05-14 09:18:57,威海心怡优选分拨仓,21700.000,24,24,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 12:40:26,韩龙盼,2026-05-14 09:21:45,崔言芹,,,D001563-W260514-0011,LFEN119
